user_id,test_group,converted,total_ads,most_ads_day,most_ads_hour,revenue,cost_per_impression,total_cost,profit,roi
1028393,ad,FALSE,4,Thursday,11,0.00,0.0500,0.20,-0.20,-1.0000
1257475,ad,FALSE,22,Friday,15,0.00,0.0500,1.10,-1.10,-1.0000
1367156,ad,FALSE,36,Friday,16,0.00,0.0500,1.80,-1.80,-1.0000
1567053,ad,FALSE,15,Thursday,12,0.00,0.0500,0.75,-0.75,-1.0000
1038390,ad,FALSE,1,Thursday,9,0.00,0.0500,0.05,-0.05,-1.0000
1500106,ad,FALSE,10,Saturday,7,0.00,0.0500,0.50,-0.50,-1.0000
1300002,ad,FALSE,5,Friday,20,0.00,0.0500,0.25,-0.25,-1.0000
1236375,ad,FALSE,17,Monday,13,0.00,0.0500,0.85,-0.85,-1.0000
1571098,ad,FALSE,25,Sunday,18,0.00,0.0500,1.25,-1.25,-1.0000
1271419,ad,FALSE,1,Wednesday,15,0.00,0.0500,0.05,-0.05,-1.0000
1382509,ad,FALSE,1,Thursday,0,0.00,0.0500,0.05,-0.05,-1.0000
1260589,ad,FALSE,6,Sunday,19,0.00,0.0500,0.30,-0.30,-1.0000
1328453,ad,FALSE,1,Sunday,21,0.00,0.0500,0.05,-0.05,-1.0000
1458258,ad,FALSE,5,Sunday,22,0.00,0.0500,0.25,-0.25,-1.0000
1449283,ad,FALSE,9,Wednesday,23,0.00,0.0500,0.45,-0.45,-1.0000
1218401,ad,FALSE,19,Tuesday,17,0.00,0.0500,0.95,-0.95,-1.0000
1557182,ad,FALSE,24,Sunday,22,0.00,0.0500,1.20,-1.20,-1.0000
1266802,ad,TRUE,151,Friday,12,120.00,0.0500,7.55,112.45,14.8940
1624799,ad,FALSE,6,Tuesday,18,0.00,0.0500,0.30,-0.30,-1.0000
1446126,ad,FALSE,5,Friday,1,0.00,0.0500,0.25,-0.25,-1.0000
1110038,ad,FALSE,5,Wednesday,7,0.00,0.0500,0.25,-0.25,-1.0000
1086989,ad,TRUE,57,Monday,6,120.00,0.0500,2.85,117.15,41.1053
1613231,ad,FALSE,1,Tuesday,12,0.00,0.0500,0.05,-0.05,-1.0000
1145002,ad,FALSE,3,Wednesday,14,0.00,0.0500,0.15,-0.15,-1.0000
1041389,ad,FALSE,13,Saturday,21,0.00,0.0500,0.65,-0.65,-1.0000
1438987,ad,FALSE,14,Monday,20,0.00,0.0500,0.70,-0.70,-1.0000
1390237,ad,FALSE,78,Thursday,12,0.00,0.0500,3.90,-3.90,-1.0000
1141552,ad,FALSE,13,Tuesday,20,0.00,0.0500,0.65,-0.65,-1.0000
1363261,ad,FALSE,1,Monday,10,0.00,0.0500,0.05,-0.05,-1.0000
1019753,ad,FALSE,7,Friday,14,0.00,0.0500,0.35,-0.35,-1.0000
1437676,ad,FALSE,1,Sunday,18,0.00,0.0500,0.05,-0.05,-1.0000
1601390,ad,FALSE,17,Monday,10,0.00,0.0500,0.85,-0.85,-1.0000
1502627,ad,FALSE,1,Monday,8,0.00,0.0500,0.05,-0.05,-1.0000
1630180,ad,TRUE,98,Sunday,9,120.00,0.0500,4.90,115.10,23.4898
1288446,ad,FALSE,84,Monday,18,0.00,0.0500,4.20,-4.20,-1.0000
1396633,ad,FALSE,67,Friday,11,0.00,0.0500,3.35,-3.35,-1.0000
1373266,ad,FALSE,26,Sunday,0,0.00,0.0500,1.30,-1.30,-1.0000
1248866,ad,TRUE,391,Monday,17,120.00,0.0500,19.55,100.45,5.1381
1048016,ad,FALSE,33,Thursday,19,0.00,0.0500,1.65,-1.65,-1.0000
1591400,ad,FALSE,1,Tuesday,10,0.00,0.0500,0.05,-0.05,-1.0000
1390051,ad,FALSE,1,Sunday,15,0.00,0.0500,0.05,-0.05,-1.0000
1032930,ad,FALSE,45,Wednesday,18,0.00,0.0500,2.25,-2.25,-1.0000
1486604,ad,FALSE,21,Saturday,14,0.00,0.0500,1.05,-1.05,-1.0000
1011564,ad,FALSE,6,Monday,8,0.00,0.0500,0.30,-0.30,-1.0000
1190957,ad,FALSE,20,Tuesday,6,0.00,0.0500,1.00,-1.00,-1.0000
1033699,ad,FALSE,4,Tuesday,11,0.00,0.0500,0.20,-0.20,-1.0000
1078241,ad,FALSE,19,Wednesday,13,0.00,0.0500,0.95,-0.95,-1.0000
1382235,ad,FALSE,17,Monday,17,0.00,0.0500,0.85,-0.85,-1.0000
1056767,ad,FALSE,45,Saturday,20,0.00,0.0500,2.25,-2.25,-1.0000
1072354,ad,FALSE,5,Monday,15,0.00,0.0500,0.25,-0.25,-1.0000
1092909,ad,FALSE,6,Saturday,8,0.00,0.0500,0.30,-0.30,-1.0000
1481240,ad,FALSE,25,Sunday,9,0.00,0.0500,1.25,-1.25,-1.0000
1028615,ad,FALSE,31,Saturday,12,0.00,0.0500,1.55,-1.55,-1.0000
1570421,ad,FALSE,17,Saturday,18,0.00,0.0500,0.85,-0.85,-1.0000
1107167,ad,FALSE,3,Monday,14,0.00,0.0500,0.15,-0.15,-1.0000
1512561,ad,FALSE,17,Wednesday,13,0.00,0.0500,0.85,-0.85,-1.0000
1162076,ad,FALSE,34,Sunday,12,0.00,0.0500,1.70,-1.70,-1.0000
1165704,ad,FALSE,45,Monday,16,0.00,0.0500,2.25,-2.25,-1.0000
1196636,ad,FALSE,49,Tuesday,22,0.00,0.0500,2.45,-2.45,-1.0000
1352086,ad,FALSE,11,Tuesday,11,0.00,0.0500,0.55,-0.55,-1.0000
1333963,ad,FALSE,7,Tuesday,10,0.00,0.0500,0.35,-0.35,-1.0000
1605736,ad,FALSE,6,Friday,11,0.00,0.0500,0.30,-0.30,-1.0000
1411756,ad,FALSE,17,Friday,23,0.00,0.0500,0.85,-0.85,-1.0000
1491605,ad,FALSE,4,Friday,11,0.00,0.0500,0.20,-0.20,-1.0000
1242520,ad,FALSE,25,Thursday,21,0.00,0.0500,1.25,-1.25,-1.0000
1387159,ad,FALSE,1,Saturday,16,0.00,0.0500,0.05,-0.05,-1.0000
1015952,ad,FALSE,52,Sunday,23,0.00,0.0500,2.60,-2.60,-1.0000
1394597,ad,FALSE,36,Wednesday,15,0.00,0.0500,1.80,-1.80,-1.0000
1115649,ad,FALSE,1,Wednesday,10,0.00,0.0500,0.05,-0.05,-1.0000
1568259,ad,FALSE,1,Thursday,10,0.00,0.0500,0.05,-0.05,-1.0000
1372026,ad,FALSE,6,Saturday,19,0.00,0.0500,0.30,-0.30,-1.0000
1527063,ad,FALSE,409,Saturday,0,0.00,0.0500,20.45,-20.45,-1.0000
1648300,ad,FALSE,9,Friday,11,0.00,0.0500,0.45,-0.45,-1.0000
1087217,ad,FALSE,7,Friday,16,0.00,0.0500,0.35,-0.35,-1.0000
1057888,ad,FALSE,26,Saturday,14,0.00,0.0500,1.30,-1.30,-1.0000
1501968,ad,FALSE,12,Tuesday,10,0.00,0.0500,0.60,-0.60,-1.0000
1579637,ad,FALSE,2,Monday,15,0.00,0.0500,0.10,-0.10,-1.0000
1637918,ad,FALSE,7,Monday,23,0.00,0.0500,0.35,-0.35,-1.0000
1206702,ad,FALSE,6,Sunday,12,0.00,0.0500,0.30,-0.30,-1.0000
1096428,ad,FALSE,17,Saturday,14,0.00,0.0500,0.85,-0.85,-1.0000
1561651,ad,FALSE,4,Tuesday,13,0.00,0.0500,0.20,-0.20,-1.0000
1372641,ad,FALSE,14,Monday,23,0.00,0.0500,0.70,-0.70,-1.0000
1535132,ad,FALSE,13,Tuesday,9,0.00,0.0500,0.65,-0.65,-1.0000
1591217,ad,FALSE,6,Friday,21,0.00,0.0500,0.30,-0.30,-1.0000
1039521,ad,FALSE,18,Tuesday,12,0.00,0.0500,0.90,-0.90,-1.0000
1580681,ad,FALSE,63,Monday,9,0.00,0.0500,3.15,-3.15,-1.0000
1512697,ad,FALSE,140,Tuesday,13,0.00,0.0500,7.00,-7.00,-1.0000
1318880,ad,FALSE,5,Tuesday,14,0.00,0.0500,0.25,-0.25,-1.0000
1207931,ad,FALSE,3,Thursday,19,0.00,0.0500,0.15,-0.15,-1.0000
1447737,ad,FALSE,1,Thursday,14,0.00,0.0500,0.05,-0.05,-1.0000
902955,psa,FALSE,76,Friday,13,0.00,0.0200,1.52,-1.52,-1.0000
1343283,ad,TRUE,35,Wednesday,15,120.00,0.0500,1.75,118.25,67.5714
1019865,ad,FALSE,41,Monday,0,0.00,0.0500,2.05,-2.05,-1.0000
1507359,ad,FALSE,94,Thursday,20,0.00,0.0500,4.70,-4.70,-1.0000
1274054,ad,FALSE,19,Friday,19,0.00,0.0500,0.95,-0.95,-1.0000
909846,psa,FALSE,238,Tuesday,12,0.00,0.0200,4.76,-4.76,-1.0000
1398316,ad,FALSE,17,Friday,9,0.00,0.0500,0.85,-0.85,-1.0000
1289947,ad,FALSE,171,Wednesday,15,0.00,0.0500,8.55,-8.55,-1.0000
1620639,ad,FALSE,29,Thursday,15,0.00,0.0500,1.45,-1.45,-1.0000
1015355,ad,FALSE,4,Thursday,12,0.00,0.0500,0.20,-0.20,-1.0000
1130093,ad,FALSE,6,Friday,19,0.00,0.0500,0.30,-0.30,-1.0000
1559745,ad,FALSE,6,Friday,9,0.00,0.0500,0.30,-0.30,-1.0000
902900,psa,FALSE,44,Monday,18,0.00,0.0200,0.88,-0.88,-1.0000
1403884,ad,FALSE,7,Monday,11,0.00,0.0500,0.35,-0.35,-1.0000
1177132,ad,FALSE,26,Sunday,16,0.00,0.0500,1.30,-1.30,-1.0000
1090091,ad,FALSE,1,Monday,20,0.00,0.0500,0.05,-0.05,-1.0000
1332036,ad,TRUE,75,Monday,21,120.00,0.0500,3.75,116.25,31.0000
1492277,ad,FALSE,19,Wednesday,13,0.00,0.0500,0.95,-0.95,-1.0000
1121924,ad,FALSE,33,Saturday,11,0.00,0.0500,1.65,-1.65,-1.0000
1166591,ad,FALSE,8,Tuesday,20,0.00,0.0500,0.40,-0.40,-1.0000
1367334,ad,FALSE,168,Wednesday,14,0.00,0.0500,8.40,-8.40,-1.0000
1107331,ad,FALSE,5,Tuesday,11,0.00,0.0500,0.25,-0.25,-1.0000
1422876,ad,FALSE,19,Sunday,10,0.00,0.0500,0.95,-0.95,-1.0000
1393469,ad,FALSE,12,Thursday,20,0.00,0.0500,0.60,-0.60,-1.0000
1534626,ad,FALSE,12,Saturday,14,0.00,0.0500,0.60,-0.60,-1.0000
1435259,ad,FALSE,15,Friday,21,0.00,0.0500,0.75,-0.75,-1.0000
1178712,ad,FALSE,10,Monday,12,0.00,0.0500,0.50,-0.50,-1.0000
1467135,ad,TRUE,110,Wednesday,21,120.00,0.0500,5.50,114.50,20.8182
1221364,ad,FALSE,22,Wednesday,23,0.00,0.0500,1.10,-1.10,-1.0000
1016684,ad,FALSE,46,Saturday,14,0.00,0.0500,2.30,-2.30,-1.0000
1114232,ad,FALSE,22,Wednesday,21,0.00,0.0500,1.10,-1.10,-1.0000
1338098,ad,FALSE,14,Tuesday,16,0.00,0.0500,0.70,-0.70,-1.0000
1564838,ad,FALSE,10,Sunday,12,0.00,0.0500,0.50,-0.50,-1.0000
1271275,ad,FALSE,24,Saturday,15,0.00,0.0500,1.20,-1.20,-1.0000
1109251,ad,FALSE,23,Monday,22,0.00,0.0500,1.15,-1.15,-1.0000
1036515,ad,FALSE,8,Wednesday,2,0.00,0.0500,0.40,-0.40,-1.0000
1583464,ad,FALSE,40,Tuesday,23,0.00,0.0500,2.00,-2.00,-1.0000
1141956,ad,FALSE,19,Thursday,13,0.00,0.0500,0.95,-0.95,-1.0000
1541348,ad,FALSE,21,Saturday,12,0.00,0.0500,1.05,-1.05,-1.0000
1379847,ad,FALSE,25,Sunday,14,0.00,0.0500,1.25,-1.25,-1.0000
1097967,ad,FALSE,10,Tuesday,10,0.00,0.0500,0.50,-0.50,-1.0000
1568365,ad,FALSE,1,Thursday,19,0.00,0.0500,0.05,-0.05,-1.0000
1449936,ad,FALSE,14,Friday,20,0.00,0.0500,0.70,-0.70,-1.0000
1215153,ad,FALSE,27,Saturday,12,0.00,0.0500,1.35,-1.35,-1.0000
1251578,ad,FALSE,6,Tuesday,9,0.00,0.0500,0.30,-0.30,-1.0000
1583158,ad,FALSE,5,Saturday,14,0.00,0.0500,0.25,-0.25,-1.0000
1642154,ad,FALSE,5,Monday,14,0.00,0.0500,0.25,-0.25,-1.0000
1623146,ad,FALSE,5,Friday,16,0.00,0.0500,0.25,-0.25,-1.0000
1360453,ad,FALSE,11,Sunday,19,0.00,0.0500,0.55,-0.55,-1.0000
1345319,ad,FALSE,1,Tuesday,14,0.00,0.0500,0.05,-0.05,-1.0000
1240949,ad,FALSE,32,Monday,12,0.00,0.0500,1.60,-1.60,-1.0000
1146855,ad,FALSE,3,Tuesday,19,0.00,0.0500,0.15,-0.15,-1.0000
1610430,ad,FALSE,19,Sunday,22,0.00,0.0500,0.95,-0.95,-1.0000
1106247,ad,FALSE,9,Tuesday,22,0.00,0.0500,0.45,-0.45,-1.0000
1535525,ad,FALSE,11,Tuesday,10,0.00,0.0500,0.55,-0.55,-1.0000
1036213,ad,FALSE,25,Thursday,11,0.00,0.0500,1.25,-1.25,-1.0000
1066652,ad,FALSE,24,Wednesday,11,0.00,0.0500,1.20,-1.20,-1.0000
1140132,ad,FALSE,41,Saturday,10,0.00,0.0500,2.05,-2.05,-1.0000
1235827,ad,FALSE,54,Sunday,10,0.00,0.0500,2.70,-2.70,-1.0000
1357868,ad,FALSE,3,Friday,2,0.00,0.0500,0.15,-0.15,-1.0000
1350183,ad,FALSE,5,Monday,16,0.00,0.0500,0.25,-0.25,-1.0000
1347628,ad,FALSE,19,Monday,18,0.00,0.0500,0.95,-0.95,-1.0000
1319168,ad,FALSE,32,Friday,14,0.00,0.0500,1.60,-1.60,-1.0000
1264448,ad,FALSE,2,Tuesday,10,0.00,0.0500,0.10,-0.10,-1.0000
1619900,ad,FALSE,24,Tuesday,16,0.00,0.0500,1.20,-1.20,-1.0000
1383639,ad,FALSE,14,Saturday,17,0.00,0.0500,0.70,-0.70,-1.0000
1235654,ad,FALSE,29,Friday,9,0.00,0.0500,1.45,-1.45,-1.0000
1100982,ad,FALSE,5,Wednesday,13,0.00,0.0500,0.25,-0.25,-1.0000
1437336,ad,TRUE,63,Thursday,17,120.00,0.0500,3.15,116.85,37.0952
1280430,ad,FALSE,18,Sunday,9,0.00,0.0500,0.90,-0.90,-1.0000
1224924,ad,FALSE,6,Monday,19,0.00,0.0500,0.30,-0.30,-1.0000
1273640,ad,FALSE,50,Sunday,20,0.00,0.0500,2.50,-2.50,-1.0000
901492,psa,FALSE,1,Wednesday,19,0.00,0.0200,0.02,-0.02,-1.0000
1305123,ad,TRUE,117,Sunday,10,120.00,0.0500,5.85,114.15,19.5128
1357721,ad,FALSE,3,Thursday,23,0.00,0.0500,0.15,-0.15,-1.0000
1062403,ad,FALSE,41,Friday,21,0.00,0.0500,2.05,-2.05,-1.0000
1432169,ad,FALSE,9,Saturday,17,0.00,0.0500,0.45,-0.45,-1.0000
1444096,ad,FALSE,15,Saturday,17,0.00,0.0500,0.75,-0.75,-1.0000
1597254,ad,FALSE,41,Friday,10,0.00,0.0500,2.05,-2.05,-1.0000
1461690,ad,FALSE,59,Sunday,18,0.00,0.0500,2.95,-2.95,-1.0000
1052397,ad,FALSE,24,Wednesday,16,0.00,0.0500,1.20,-1.20,-1.0000
1458744,ad,FALSE,52,Tuesday,21,0.00,0.0500,2.60,-2.60,-1.0000
1095194,ad,FALSE,19,Wednesday,17,0.00,0.0500,0.95,-0.95,-1.0000
1333226,ad,FALSE,56,Saturday,22,0.00,0.0500,2.80,-2.80,-1.0000
1167262,ad,FALSE,18,Saturday,11,0.00,0.0500,0.90,-0.90,-1.0000
1022542,ad,TRUE,233,Thursday,13,120.00,0.0500,11.65,108.35,9.3004
1175731,ad,FALSE,14,Sunday,20,0.00,0.0500,0.70,-0.70,-1.0000
1099867,ad,FALSE,24,Tuesday,18,0.00,0.0500,1.20,-1.20,-1.0000
1326371,ad,FALSE,2,Saturday,12,0.00,0.0500,0.10,-0.10,-1.0000
1489732,ad,FALSE,5,Thursday,12,0.00,0.0500,0.25,-0.25,-1.0000
1529505,ad,FALSE,6,Thursday,18,0.00,0.0500,0.30,-0.30,-1.0000
1071531,ad,FALSE,8,Friday,10,0.00,0.0500,0.40,-0.40,-1.0000
1039546,ad,FALSE,12,Sunday,14,0.00,0.0500,0.60,-0.60,-1.0000
1280670,ad,FALSE,5,Sunday,18,0.00,0.0500,0.25,-0.25,-1.0000
1156522,ad,FALSE,22,Sunday,21,0.00,0.0500,1.10,-1.10,-1.0000
1167236,ad,FALSE,6,Thursday,12,0.00,0.0500,0.30,-0.30,-1.0000
1049166,ad,FALSE,8,Thursday,17,0.00,0.0500,0.40,-0.40,-1.0000
1275655,ad,FALSE,21,Saturday,12,0.00,0.0500,1.05,-1.05,-1.0000
1013654,ad,FALSE,49,Monday,16,0.00,0.0500,2.45,-2.45,-1.0000
1434871,ad,FALSE,39,Monday,12,0.00,0.0500,1.95,-1.95,-1.0000
1607418,ad,FALSE,12,Sunday,11,0.00,0.0500,0.60,-0.60,-1.0000
1460650,ad,FALSE,6,Tuesday,11,0.00,0.0500,0.30,-0.30,-1.0000
1239810,ad,FALSE,15,Tuesday,14,0.00,0.0500,0.75,-0.75,-1.0000
1399485,ad,FALSE,9,Monday,19,0.00,0.0500,0.45,-0.45,-1.0000
1620192,ad,FALSE,10,Saturday,22,0.00,0.0500,0.50,-0.50,-1.0000
1586262,ad,FALSE,4,Sunday,9,0.00,0.0500,0.20,-0.20,-1.0000
1395398,ad,FALSE,57,Sunday,22,0.00,0.0500,2.85,-2.85,-1.0000
1150172,ad,FALSE,26,Saturday,13,0.00,0.0500,1.30,-1.30,-1.0000
1214633,ad,FALSE,10,Saturday,14,0.00,0.0500,0.50,-0.50,-1.0000
1368113,ad,FALSE,16,Friday,13,0.00,0.0500,0.80,-0.80,-1.0000
1564598,ad,FALSE,38,Saturday,17,0.00,0.0500,1.90,-1.90,-1.0000
1234366,ad,FALSE,19,Tuesday,17,0.00,0.0500,0.95,-0.95,-1.0000
1232751,ad,FALSE,3,Sunday,15,0.00,0.0500,0.15,-0.15,-1.0000
1395511,ad,FALSE,25,Friday,23,0.00,0.0500,1.25,-1.25,-1.0000
1529617,ad,FALSE,32,Friday,11,0.00,0.0500,1.60,-1.60,-1.0000
1367462,ad,FALSE,32,Wednesday,12,0.00,0.0500,1.60,-1.60,-1.0000
1354581,ad,FALSE,231,Monday,14,0.00,0.0500,11.55,-11.55,-1.0000
1457498,ad,FALSE,13,Thursday,10,0.00,0.0500,0.65,-0.65,-1.0000
1200876,ad,FALSE,34,Wednesday,12,0.00,0.0500,1.70,-1.70,-1.0000
1045687,ad,FALSE,52,Saturday,13,0.00,0.0500,2.60,-2.60,-1.0000
1016198,ad,FALSE,1,Wednesday,22,0.00,0.0500,0.05,-0.05,-1.0000
1572907,ad,FALSE,6,Tuesday,9,0.00,0.0500,0.30,-0.30,-1.0000
1145258,ad,FALSE,1,Saturday,21,0.00,0.0500,0.05,-0.05,-1.0000
1448840,ad,FALSE,167,Sunday,9,0.00,0.0500,8.35,-8.35,-1.0000
1144319,ad,FALSE,2,Saturday,9,0.00,0.0500,0.10,-0.10,-1.0000
1434258,ad,FALSE,33,Saturday,10,0.00,0.0500,1.65,-1.65,-1.0000
1339386,ad,FALSE,77,Monday,12,0.00,0.0500,3.85,-3.85,-1.0000
1597239,ad,FALSE,44,Monday,3,0.00,0.0500,2.20,-2.20,-1.0000
1302144,ad,FALSE,18,Tuesday,12,0.00,0.0500,0.90,-0.90,-1.0000
